,Taxonomy
ASV0001,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Rhodoplanes
ASV1395,Bacteria; Firmicutes; Desulfotomaculia; Desulfotomaculales; Desulfotomaculales_Incertae_Sedis; Desulfallas_Sporotomaculum
ASV1396,Bacteria; Planctomycetota; Phycisphaerae; Tepidisphaerales; CPla_3_termite_group; g
ASV1397,Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium
ASV1398,Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales; Legionellaceae; uncultured
ASV1399,Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Vulcanibacillus
ASV1400,Bacteria; FW113; c; o; f; g
ASV1401,Bacteria; Acidobacteriota; Acidobacteriae; AKIW659; f; g
ASV1402,Bacteria; Firmicutes; Clostridia; Caldicoprobacterales; Caldicoprobacteraceae; Caldicoprobacter
ASV1403,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; uncultured
ASV1404,Bacteria; Planctomycetota; Phycisphaerae; Phycisphaerales; AKAU3564_sediment_group; g
ASV1405,Bacteria; Chloroflexi; Anaerolineae; SBR1031; A4b; g
ASV1406,Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Chthoniobacteraceae; Chthoniobacter
ASV1407,Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; uncultured; g
ASV1408,Bacteria; Firmicutes; Syntrophomonadia; Syntrophomonadales; Syntrophomonadaceae; uncultured
ASV1409,Bacteria; Firmicutes; Bacilli; Paenibacillales; Paenibacillaceae; Paenibacillus
ASV1410,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; SC_I_84; g
ASV1411,Bacteria; Firmicutes; D8A_2; o; f; g
ASV1412,Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Chthoniobacteraceae; LD29
ASV1413,Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella
ASV1414,Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; uncultured
ASV1415,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; Curvibacter
ASV1416,Bacteria; Firmicutes; Desulfitobacteriia; Desulfitobacteriales; Desulfitobacteriaceae; Desulfosporosinus
ASV1417,Bacteria; Firmicutes; Clostridia; Oscillospirales; Oscillospiraceae; NK4A214_group
ASV1418,Archaea; Crenarchaeota; Nitrososphaeria; Nitrososphaerales; Nitrososphaeraceae; g
ASV1419,Bacteria; Chloroflexi; Anaerolineae; SJA_15; f; g
ASV1420,Bacteria; Firmicutes; Clostridia; Oscillospirales; Oscillospiraceae; NK4A214_group
ASV1421,Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Flavobacterium
ASV1422,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; uncultured
ASV1423,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; Leptolinea
ASV1424,Bacteria; Verrucomicrobiota; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Roseimicrobium
ASV1425,Bacteria; Desulfobacterota; Desulfuromonadia; Geobacterales; Geobacteraceae; uncultured
ASV1426,Bacteria; Chloroflexi; Anaerolineae; Caldilineales; Caldilineaceae; uncultured
ASV1427,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Pedomicrobium
ASV1428,Bacteria; Actinobacteriota; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Pseudonocardia
ASV1429,Bacteria; Chloroflexi; KD4_96; o; f; g
ASV1430,Bacteria; Elusimicrobiota; Elusimicrobia; MVP_88; f; g
ASV1431,Bacteria; Chloroflexi; Chloroflexia; Thermomicrobiales; JG30_KF_CM45; g
ASV1432,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Cupriavidus
ASV1434,Bacteria; Proteobacteria; Alphaproteobacteria; uncultured; f; g
ASV1435,Bacteria; Firmicutes; Bacilli; Paenibacillales; Paenibacillaceae; Cohnella
ASV1436,Bacteria; Planctomycetota; Planctomycetes; Pirellulales; Pirellulaceae; uncultured
ASV1437,Bacteria; Firmicutes; Negativicutes; Veillonellales_Selenomonadales; Sporomusaceae; uncultured
ASV1438,Bacteria; Bacteroidota; Kryptonia; Kryptoniales; BSV26; g
ASV1439,Archaea; Crenarchaeota; Bathyarchaeia; o; f; g
ASV1440,Bacteria; Firmicutes; Clostridia; Oscillospirales; Hungateiclostridiaceae; Ruminiclostridium
ASV1441,Bacteria; Chloroflexi; Anaerolineae; SBR1031; f; g
ASV1442,Bacteria; Planctomycetota; Planctomycetes; Planctomycetales; Rubinisphaeraceae; Planctomicrobium
ASV1443,Bacteria; Planctomycetota; Phycisphaerae; Pla1_lineage; f; g
ASV1444,Bacteria; Firmicutes; Clostridia; Oscillospirales; Hungateiclostridiaceae; Ruminiclostridium
ASV1445,Bacteria; SAR324_clade_Marine_group_B_; c; o; f; g
ASV1446,Bacteria; Firmicutes; Clostridia; Oscillospirales; Hydrogenoanaerobacterium; g
ASV1448,Bacteria; Acidobacteriota; Acidobacteriae; Solibacterales; Solibacteraceae; Candidatus_Solibacter
ASV1449,Bacteria; Firmicutes; Clostridia; Peptostreptococcales_Tissierellales; Sedimentibacteraceae; Sedimentibacter
ASV1450,Bacteria; Myxococcota; Polyangia; Polyangiales; Polyangiaceae; Pajaroellobacter
ASV1451,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; Anaerolinea
ASV1452,Bacteria; Acidobacteriota; Holophagae; Subgroup_7; f; g
ASV1453,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Xanthobacter
ASV1454,Bacteria; Nitrospirota; Nitrospiria; Nitrospirales; Nitrospiraceae; Nitrospira
ASV1455,Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; uncultured
ASV1456,Bacteria; Planctomycetota; Phycisphaerae; Tepidisphaerales; WD2101_soil_group; g
ASV1457,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Pseudolabrys
ASV1458,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; uncultured; g
ASV1459,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Lautropia
ASV1460,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Rhodoplanes
ASV1461,Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; uncultured; g
ASV1462,Bacteria; Firmicutes; Clostridia; Gracilibacteraceae; Gracilibacter; g
ASV1463,Bacteria; Actinobacteriota; MB_A2_108; o; f; g
ASV1464,Bacteria; Proteobacteria; Gammaproteobacteria; CCM19a; f; g
ASV1465,Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; Pedosphaeraceae; g
ASV1466,Bacteria; Firmicutes; Desulfitobacteriia; Desulfitobacteriales; Desulfitobacteriaceae; Desulfosporosinus
ASV1467,Bacteria; Patescibacteria; Microgenomatia; Candidatus_Woesebacteria; f; g
ASV1468,Bacteria; Chloroflexi; Anaerolineae; SJA_15; f; g
ASV1469,Bacteria; Firmicutes; Negativicutes; Veillonellales_Selenomonadales; Sporomusaceae; Sporomusa
ASV1470,Bacteria; Actinobacteriota; Actinobacteria; Micromonosporales; Micromonosporaceae; Dactylosporangium
ASV1471,Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; uncultured; g
ASV1472,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Microvirga
ASV1473,Bacteria; Firmicutes; Clostridia; Peptostreptococcales_Tissierellales; Anaerovoracaceae; Anaerovorax
ASV1474,Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Xiphinematobacteraceae; Candidatus_Xiphinematobacter
ASV1475,Bacteria; Actinobacteriota; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Pseudonocardia
ASV1476,Bacteria; Actinobacteriota; Coriobacteriia; OPB41; f; g
ASV1477,Bacteria; Actinobacteriota; Actinobacteria; Frankiales; Sporichthyaceae; uncultured
ASV1478,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; Anaerolinea
ASV1479,Bacteria; Proteobacteria; Alphaproteobacteria; Defluviicoccales; Defluviicoccaceae; Defluviicoccus
ASV1480,Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Rhodanobacter
ASV1481,Bacteria; Proteobacteria; Alphaproteobacteria; Defluviicoccales; Defluviicoccaceae; Defluviicoccus
ASV1482,Bacteria; Actinobacteriota; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces
ASV1483,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Limnobacter
ASV1484,Bacteria; Firmicutes; Clostridia; Gracilibacteraceae; Lutispora; g
ASV1485,Bacteria; Desulfobacterota; Syntrophia; Syntrophales; uncultured; g
ASV1486,Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Terrimicrobiaceae; Terrimicrobium
ASV1487,Bacteria; Firmicutes; Clostridia; Caldicoprobacterales; Caldicoprobacteraceae; Caldicoprobacter
ASV1488,Bacteria; Planctomycetota; Phycisphaerae; Phycisphaerales; Phycisphaeraceae; SM1A02
ASV1489,Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; uncultured
ASV1490,Bacteria; Acidobacteriota; Acidobacteriae; Solibacterales; Solibacteraceae; Candidatus_Solibacter
ASV1491,Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; Pedosphaeraceae; g
ASV1492,Bacteria; Armatimonadota; uncultured; o; f; g
ASV1493,Bacteria; Myxococcota; Myxococcia; Myxococcales; Anaeromyxobacteraceae; Anaeromyxobacter
ASV1494,Bacteria; Chloroflexi; Anaerolineae; RBG_13_54_9; f; g
ASV1495,Bacteria; Acidobacteriota; Acidobacteriae; Solibacterales; Solibacteraceae; Candidatus_Solibacter
ASV1496,Bacteria; Acidobacteriota; Subgroup_18; o; f; g
ASV1497,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; SC_I_84; g
ASV1498,Bacteria; Firmicutes; Limnochordia; Hydrogenispora; f; g
ASV1499,Bacteria; Chloroflexi; TK10; o; f; g
ASV1500,Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Herbinix
ASV1501,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Afipia
ASV1502,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; uncultured; g
ASV1503,Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; uncultured
ASV1504,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Pedomicrobium
ASV1505,Archaea; Crenarchaeota; Bathyarchaeia; o; f; g
ASV1506,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Pedomicrobium
ASV1507,Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; Vicinamibacteraceae; g
ASV1508,Bacteria; Firmicutes; Clostridia; Christensenellales; Christensenellaceae; Christensenellaceae_R_7_group
ASV1509,Bacteria; Firmicutes; Clostridia; Eubacteriales; Anaerofustaceae; Anaerofustis
ASV1510,Bacteria; Firmicutes; Clostridia; Gracilibacteraceae; Gracilibacter; g
ASV1511,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Devosiaceae; Devosia
ASV1512,Archaea; Halobacterota; Methanocellia; Methanocellales; Methanocellaceae; Methanocella
ASV1513,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; uncultured
ASV1514,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; uncultured; g
ASV1515,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Hyphomicrobium
ASV1516,Bacteria; Armatimonadota; uncultured; o; f; g
ASV1517,Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus
ASV1518,Bacteria; Firmicutes; Clostridia; Christensenellales; Christensenellaceae; uncultured
ASV1519,Bacteria; Firmicutes; Clostridia; Caldicoprobacterales; Caldicoprobacteraceae; Caldicoprobacter
ASV1520,Bacteria; Firmicutes; Bacilli; Paenibacillales; Paenibacillaceae; Paenibacillus
ASV1521,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; uncultured
ASV1522,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Oxalobacteraceae; Herbaspirillum
ASV1523,Bacteria; Dependentiae; Babeliae; Babeliales; Vermiphilaceae; g
ASV1524,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; Acidovorax
ASV1525,Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Chthoniobacteraceae; Candidatus_Udaeobacter
ASV1526,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Pseudorhodoplanes
ASV1527,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; KF_JG30_B3; g
ASV1528,Bacteria; Patescibacteria; WWE3; o; f; g
ASV1530,Bacteria; Proteobacteria; Alphaproteobacteria; Defluviicoccales; Defluviicoccaceae; Defluviicoccus
ASV1531,Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Chthoniobacteraceae; Candidatus_Udaeobacter
ASV1532,Bacteria; Armatimonadota; uncultured; o; f; g
ASV1533,Bacteria; Chloroflexi; TK10; o; f; g
ASV1534,Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 67_14; g
ASV1535,Bacteria; Desulfobacterota; Desulfuromonadia; Geobacterales; Geobacteraceae; Geobacter
ASV1536,Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae_Subgroup_1_; uncultured
ASV1537,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; uncultured
ASV1538,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; Anaerolinea
ASV1539,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Nitrosomonadaceae; MND1
ASV1540,Bacteria; Actinobacteriota; Acidimicrobiia; IMCC26256; f; g
ASV1541,Bacteria; Firmicutes; Clostridia; Christensenellales; Christensenellaceae; uncultured
ASV1542,Archaea; Halobacterota; Methanosarcinia; Methanosarciniales; Methanosarcinaceae; Methanosarcina
ASV1543,Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; Vicinamibacteraceae; Luteitalea
ASV1544,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; Rhodoferax
ASV1545,Bacteria; Firmicutes; Clostridia; Peptostreptococcales_Tissierellales; Anaerovoracaceae; Amnipila
ASV1546,Bacteria; Desulfobacterota; Syntrophobacteria; Syntrophobacterales; Syntrophobacteraceae; Syntrophobacter
ASV1548,Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Lentimicrobiaceae; g
ASV1549,Bacteria; Firmicutes; Clostridia; Clostridia_vadinBB60_group; f; g
ASV1550,Bacteria; Chloroflexi; Anaerolineae; SBR1031; A4b; g
ASV1551,Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; Pedosphaeraceae; g
ASV1552,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Nitrosomonadaceae; 966_1
ASV1553,Archaea; Crenarchaeota; Nitrososphaeria; Nitrososphaerales; Nitrososphaeraceae; g
ASV1554,Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium
ASV1555,Bacteria; Chloroflexi; Anaerolineae; Ardenticatenales; uncultured; g
ASV1556,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; Anaerolinea
ASV1557,Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Terrimonas
ASV1558,Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prolixibacteraceae; BSV13
ASV1559,Bacteria; Firmicutes; Clostridia; Peptostreptococcales_Tissierellales; Anaerovoracaceae; Anaerovorax
ASV1560,Bacteria; Firmicutes; Clostridia; Peptostreptococcales_Tissierellales; Sedimentibacteraceae; Sedimentibacter
ASV1561,Bacteria; Chloroflexi; Chloroflexia; Thermomicrobiales; JG30_KF_CM45; g
ASV1562,Bacteria; Firmicutes; Limnochordia; MBA03; f; g
ASV1563,Bacteria; Patescibacteria; Microgenomatia; Candidatus_Woesebacteria; f; g
ASV1564,Bacteria; Patescibacteria; Microgenomatia; Candidatus_Woesebacteria; f; g
ASV1565,Bacteria; Myxococcota; Myxococcia; Myxococcales; Anaeromyxobacteraceae; Anaeromyxobacter
ASV1566,Bacteria; Armatimonadota; uncultured; o; f; g
ASV1567,Bacteria; Firmicutes; Clostridia; Christensenellales; Christensenellaceae; uncultured
ASV1568,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Ancylobacter
ASV1569,Bacteria; Bacteroidota; Kryptonia; Kryptoniales; BSV26; g
ASV1570,Bacteria; Chloroflexi; Dehalococcoidia; S085; f; g
ASV1571,Bacteria; Elusimicrobiota; Endomicrobia; Endomicrobiales; Endomicrobiaceae; Endomicrobium
ASV1572,Bacteria; Firmicutes; D8A_2; o; f; g
ASV1573,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Pseudolabrys
ASV1574,Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas
ASV1575,Bacteria; Desulfobacterota; Desulfuromonadia; Geobacterales; Geobacteraceae; uncultured
ASV1576,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; Anaerolinea
ASV1577,Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Chthoniobacteraceae; Candidatus_Udaeobacter
ASV1578,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; uncultured
ASV1579,Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium
ASV1580,Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; uncultured; g
ASV1581,Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; Pedosphaeraceae; g
ASV1582,Bacteria; Myxococcota; Polyangia; Polyangiales; Phaselicystidaceae; Phaselicystis
ASV1583,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhodomicrobiaceae; Rhodomicrobium
ASV1584,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Microvirga
ASV1585,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; uncultured
ASV1586,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; uncultured
ASV1587,Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Chthoniobacteraceae; Chthoniobacter
ASV1588,Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium
ASV1589,Bacteria; Myxococcota; Myxococcia; Myxococcales; Vulgatibacteraceae; Vulgatibacter
ASV1590,Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Edaphobaculum
ASV1591,Bacteria; Acidobacteriota; Acidobacteriae; Paludibaculum; f; g
ASV1592,Bacteria; Zixibacteria; c; o; f; g
ASV1593,Bacteria; Acidobacteriota; Vicinamibacteria; Subgroup_17; f; g
ASV1594,Bacteria; Proteobacteria; Alphaproteobacteria; Azospirillales; Azospirillaceae; Azospirillum
ASV1595,Bacteria; Chloroflexi; Anaerolineae; SBR1031; f; g
ASV1596,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; uncultured
ASV1597,Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Lysobacter
ASV1598,Bacteria; Firmicutes; Clostridia; Oscillospirales; Hungateiclostridiaceae; HN_HF0106
ASV1599,Bacteria; Firmicutes; Clostridia; Oscillospirales; Hungateiclostridiaceae; Ruminiclostridium
ASV1600,Bacteria; Latescibacterota; Latescibacteria; Latescibacterales; Latescibacteraceae; Candidatus_Latescibacter
ASV1601,Bacteria; Firmicutes; Limnochordia; Hydrogenispora; f; g
ASV1602,Bacteria; Myxococcota; Myxococcia; Myxococcales; Anaeromyxobacteraceae; Anaeromyxobacter
ASV1603,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Hyphomicrobium
ASV1604,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Pseudolabrys
ASV1605,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Mesorhizobium
ASV1606,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; uncultured
ASV1607,Bacteria; Firmicutes; Clostridia; Oscillospirales; UCG_010; g
ASV1608,Bacteria; Acidobacteriota; Blastocatellia; 11_24; f; g
ASV1609,Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Terrimonas
ASV1610,Bacteria; Acidobacteriota; Acidobacteriae; Solibacterales; Solibacteraceae; Candidatus_Solibacter
ASV1611,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Nitrosomonadaceae; Ellin6067
ASV1612,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; Leptolinea
ASV1613,Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; uncultured; g
ASV1614,Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; Singulisphaera
ASV1615,Bacteria; Proteobacteria; Alphaproteobacteria; Defluviicoccales; Defluviicoccaceae; Defluviicoccus
ASV1616,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Hyphomicrobium
ASV1617,Bacteria; Hydrogenedentes; Hydrogenedentia; Hydrogenedentiales; Hydrogenedensaceae; g
ASV1618,Bacteria; Dependentiae; Babeliae; Babeliales; Babeliaceae; g
ASV1619,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Pseudorhodoplanes
ASV1620,Bacteria; Firmicutes; uncultured; o; f; g
ASV1621,Bacteria; Verrucomicrobiota; Chlamydiae; Chlamydiales; Simkaniaceae; uncultured
ASV1622,Bacteria; Firmicutes; D8A_2; o; f; g
ASV1623,Bacteria; Firmicutes; Clostridia; Gracilibacteraceae; Gracilibacter; g
ASV1624,Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Phenylobacterium
ASV1625,Bacteria; Patescibacteria; Microgenomatia; Candidatus_Woesebacteria; f; g
ASV1626,Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Chthoniobacteraceae; Chthoniobacter
ASV1627,Bacteria; Chloroflexi; Anaerolineae; RBG_13_54_9; f; g
ASV1628,Bacteria; Firmicutes; Clostridia; Peptococcales; Peptococcaceae; uncultured
ASV1629,Bacteria; Bacteroidota; Ignavibacteria; Ignavibacteriales; BSV40; g
ASV1630,Bacteria; Verrucomicrobiota; Chlamydiae; Chlamydiales; Parachlamydiaceae; uncultured
